sequence,v115@DhB8IeB8GeC8FeE8JeXLYaAFLDmClcJSAVDEHBEooR?BToAVBv/TFDU+AAAvhFzpBOpB6tB0mBlqBxuB,v115@DhB8IeB8GeC8FeE8JeXLYaAFLDmClcJSAVDEHBEooR?BToAVBvCmFDK+AAAvhFTpB6oB1mBMqB2uBRvB,v115@DhB8IeB8GeC8FeE8Je1OYaAFLDmClcJSAVDEHBEooR?BUoAVBpiLuCKHBAAvhFxqB6oB0hBXgBOkBzqB,v115@DhB8IeB8GeC8FeE8JeXLYaAFLDmClcJSAVDEHBEooR?BToAVBK+TFDUHBAAvhFWqBZkB6oB0mB1qBzpB,v115@DhB8IeB8GeC8FeE8Je0KYaAFLDmClcJSAVDEHBEooR?BaoAVB0SltCKHBAAvhF1uB6tBRrBXlBOpBTrB,v115@DhB8IeB8GeC8FeE8JeXLYaAFLDmClcJSAVDEHBEooR?BToAVB0izPCJHBAAvhF1uB6tB0mBOpBRqBTqB,v115@DhB8IeB8GeC8FeE8JeTJYaAFLDmClcJSAVDEHBEooR?BPoAVBaN8LC0/AAAvhF0qB3mB6oBxpBFmBmpB,v115@DhB8IeB8GeC8FeE8Je3JYaAFLDmClcJSAVDEHBEooR?BToAVB0izPCJHBAAvhFFrB6oB0hBOkBRqBTqB,v115@DhB8IeB8GeC8FeE8Je2OYaAFLDmClcJSAVDEHBEooR?BKoAVBpiLuCUHBAAvhFxqB6oB0hB/kBFlBzqB,v115@DhB8IeB8GeC8FeE8Je1OYaAFLDmClcJSAVDEHBEooR?BUoAVBzXUPCP+AAAvhF3mBUlB6oBOkBzqBxvB,v115@DhB8IeB8GeC8FeE8Je2OYaAFLDmClcJSAVDEHBEooR?BKoAVBpC+tCaHBAAvhFxqB6oB1mB/kBUlBzqB,v115@DhB8IeB8GeC8FeE8JeXLYaAFLDmClcJSAVDEHBEooR?BToAVBqijxCP+AAAvhFmpB6oB0hBllBTpBxuB,v115@DhB8IeB8GeC8FeE8JeTJYaAFLDmClcJSAVDEHBEooR?BPoAVB0izPCT+AAAvhFFrB6oB0hBmkB3qBxuB,v115@DhB8IeB8GeC8FeE8JezKYaAFLDmClcJSAVDEHBEooR?BPoAVBz/DxCa+AAAvhFXlBOpB6oBlmB0pBxvB,v115@DhB8IeB8GeC8FeE8JezJYaAFLDmClcJSAVDEHBEooR?BPoAVB6/DxCT+AAAvhF0lBOpB6oBlmBXrBxuB,v115@DhB8IeB8GeC8FeE8Je0KYaAFLDmClcJSAVDEHBEooR?BaoAVBqSltCUHBAAvhF2uB6tBRrB/pBFlBTrB,v115@DhB8IeB8GeC8FeE8JezKYaAFLDmClcJSAVDEHBEooR?BPoAVBzCmFDK+AAAvhFXlB6oBlmBMkB2uBxvB,v115@DhB8IeB8GeC8FeE8JeXLYaAFLDmClcJSAVDEHBEooR?BToAVBpyaFD0/AAAvhFxpB6oBTpB0mB1qBmpB,v115@DhB8IeB8GeC8FeE8JezJYaAFLDmClcJSAVDEHBEooR?BPoAVBpCmPCaNBAAvhFZkB6oBlmBWlB0lBXrB,v115@DhB8IeB8GeC8FeE8JezJYaAFLDmClcJSAVDEHBEooR?BPoAVBpCmPCzXBAAvhFZkB6oBlmBWlBXmB0qB,v115@DhB8IeB8GeC8FeE8JeRPYaAFLDmClcJSAVDEHBEooR?BJoAVB6CegCz/AAAvhF0kB6oBlmBTgBXmBOpB,v115@DhB8IeB8GeC8FeE8JezJYaAFLDmClcJSAVDEHBEooR?BPoAVBseltCqXBAAvhF6oBlmBxkBXmBOpB0qB,v115@DhB8IeB8GeC8FeE8JezJYaAFLDmClcJSAVDEHBEooR?BPoAVBseNFDKNBAAvhF6oBlmBxkB0lBOpBXrB,v115@DhB8IeB8GeC8FeE8Je0KYaAFLDmClcJSAVDEHBEooR?BaoAVBM+dgCKNBAAvhF6oBRmBlkBTmBOpBXqB,v115@DhB8IeB8GeC8FeE8JeXKYaAFLDmClcJSAVDEHBEooR?BToAVBM+dgCqXBAAvhF6oBRmBlkBTmBOpB0qB,v115@DhB8IeB8GeC8FeE8JemJYaAFLDmClcJSAVDEHBEooR?BKoAVBseltCvXBAAvhF6oBlmBxkBXmBTpB0qB,v115@DhB8IeB8GeC8FeE8JemJYaAFLDmClcJSAVDEHBEooR?BKoAVB6CegCT+AAAvhF0lB6oBlmBTpBXrBxuB,v115@DhB8IeB8GeC8FeE8JemJYaAFLDmClcJSAVDEHBEooR?BKoAVBseNFDTHBAAvhF6oBlmBxkB0lBXrBTpB
ZLTOJSI,O,O,O,X,O,O,X,X,X,O,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZLTOSIJ,O,O,X,X,O,O,O,O,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZLTOSJI,O,O,O,X,O,O,O,O,X,O,X,X,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
ZLITJSO,X,O,O,X,O,O,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X
ZLITJOS,X,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X
ZLITSJO,X,O,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
ZLITSOJ,X,X,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X
ZLITOJS,X,O,O,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,O,O,O,X,X,O,X,X,X,X
ZLITOSJ,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X
ZLIJTSO,O,O,O,X,O,X,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X
ZLIJTOS,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X
ZLIJSTO,O,X,X,O,X,X,O,X,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
ZLIJSOT,O,X,X,O,X,X,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
ZLIJOTS,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
ZLIJOST,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
ZLISTJO,O,X,O,O,O,O,O,O,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,O,O,X,X,X
ZLISTOJ,O,X,O,O,O,O,O,O,X,X,X,O,X,X,X,X,X,O,X,X,O,X,X,O,O,X,X,X
ZLISJTO,O,X,X,O,O,X,O,O,O,X,X,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
ZLISJOT,O,X,X,O,O,X,X,X,O,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
ZLISOTJ,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X
ZLISOJT,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
ZLIOTJS,O,O,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,O,O,O,X,X,O,X,X,X,X
ZLIOTSJ,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X
ZLIOJTS,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,O,O,X,X,X,X,X,X,X
ZLIOJST,O,X,X,X,X,X,O,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
ZLIOSTJ,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
ZLIOSJT,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZLJTISO,O,O,O,X,O,O,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,O,X,O,X,O
ZLJTIOS,O,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,O
ZLJTSIO,O,O,O,X,O,O,X,O,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
ZLJTSOI,O,O,O,X,O,O,X,O,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X
ZLJTOIS,O,O,O,X,O,O,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X
ZLJTOSI,O,O,O,X,O,O,X,X,X,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X
ZLJITSO,O,O,O,X,O,X,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,O,X,O,X,O
ZLJITOS,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,O
ZLJISTO,O,X,X,O,X,X,O,X,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
ZLJISOT,O,X,X,O,X,X,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
ZLJIOTS,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZLJIOST,O,X,X,X,X,X,X,X,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
ZLJSTIO,O,O,X,O,X,O,O,O,O,X,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
ZLJSTOI,O,O,X,O,X,O,O,O,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X
ZLJSITO,O,X,X,O,X,X,O,O,O,X,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
ZLJSIOT,O,X,X,O,X,X,X,X,O,X,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
ZLJSOTI,O,X,X,X,X,X,O,O,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
ZLJSOIT,O,X,X,O,X,X,O,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
ZLJOTIS,O,O,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X
ZLJOTSI,O,O,X,X,X,X,X,X,X,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X
ZLJOITS,O,O,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZLJOIST,O,X,X,X,X,X,O,X,O,X,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
ZLJOSTI,O,O,X,X,X,X,O,X,O,X,X,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
ZLJOSIT,O,X,X,X,X,X,O,X,O,X,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
ZLSTIJO,O,O,O,O,O,O,O,O,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X,O,O,X,X,X
ZLSTIOJ,O,O,O,O,O,O,O,O,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X,O,O,X,X,X
ZLSTJIO,O,O,O,O,O,O,O,O,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
ZLSTJOI,O,O,O,O,O,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZLSTOIJ,O,O,X,O,O,O,O,O,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
ZLSTOJI,O,O,O,O,O,O,O,O,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZLSITJO,O,X,O,O,O,O,O,O,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X,O,O,X,X,X
ZLSITOJ,O,X,O,O,O,O,O,O,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,O,O,X,X,X
ZLSIJTO,O,X,X,O,X,X,O,O,O,X,X,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
ZLSIJOT,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
ZLSIOTJ,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
ZLSIOJT,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
ZLSJTIO,O,O,X,O,X,O,O,O,O,X,X,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
ZLSJTOI,O,O,X,O,X,O,O,O,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
ZLSJITO,O,X,X,O,X,X,O,O,O,X,X,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
ZLSJIOT,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
ZLSJOTI,O,X,X,X,X,X,O,O,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
ZLSJOIT,O,X,X,O,X,X,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
ZLSOTIJ,O,O,X,O,X,O,O,O,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
ZLSOTJI,O,O,X,O,X,O,O,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZLSOITJ,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
ZLSOIJT,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
ZLSOJTI,O,O,X,X,X,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZLSOJIT,O,X,X,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZLOTIJS,O,O,O,X,O,O,X,X,X,X,X,X,O,X,O,X,X,X,O,O,X,O,O,O,X,X,X,X
ZLOTISJ,O,O,O,X,O,X,O,X,X,X,X,X,X,O,X,X,O,X,X,X,X,O,O,O,X,X,X,X
ZLOTJIS,O,O,O,X,O,O,X,X,X,X,X,X,O,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X
ZLOTJSI,O,O,O,X,O,O,X,X,X,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZLOTSIJ,O,O,X,X,O,O,O,O,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZLOTSJI,O,O,O,X,O,O,O,O,X,X,X,X,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
ZLOITJS,O,O,O,X,O,X,X,X,X,X,X,X,O,X,O,X,X,X,O,O,X,O,O,O,X,X,X,X
ZLOITSJ,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,O,X,X,X,X
ZLOIJTS,O,O,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X
ZLOIJST,O,X,X,X,X,X,O,X,O,X,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
ZLOISTJ,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZLOISJT,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZLOJTIS,O,O,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X
ZLOJTSI,O,O,X,X,X,X,X,X,X,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZLOJITS,O,O,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X
ZLOJIST,O,X,X,X,X,X,O,X,O,X,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
ZLOJSTI,O,O,X,X,X,X,O,X,O,X,X,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
ZLOJSIT,O,X,X,X,X,X,O,X,O,X,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
ZLOSTIJ,O,O,X,O,X,O,O,O,X,X,X,O,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X
ZLOSTJI,O,O,X,O,X,O,O,O,X,X,X,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
ZLOSITJ,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
ZLOSIJT,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
ZLOSJTI,O,O,X,X,X,X,O,O,X,X,X,O,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
ZLOSJIT,O,X,X,O,X,X,O,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZJTILSO,O,O,O,X,O,O,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,O,X,O,X,O
ZJTILOS,O,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,O
ZJTISLO,X,O,O,X,O,O,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
ZJTISOL,X,X,O,X,O,O,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
ZJTIOLS,X,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZJTIOSL,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZJTLISO,O,O,O,X,O,O,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,O,X,O,X,O
ZJTLIOS,O,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,O
ZJTLSIO,O,O,O,X,O,O,X,O,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
ZJTLSOI,O,O,O,X,O,O,X,O,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X
ZJTLOIS,O,O,O,X,O,O,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X
ZJTLOSI,O,O,O,X,O,O,X,X,X,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X
ZJTSILO,O,O,O,X,O,O,X,O,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
ZJTSIOL,O,X,O,X,O,O,X,O,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
ZJTSLIO,O,O,O,X,O,O,X,O,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
ZJTSLOI,O,O,O,X,O,O,X,O,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X
ZJTSOIL,O,X,X,X,O,O,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
ZJTSOLI,O,X,O,X,O,O,X,O,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
ZJTOILS,O,O,O,X,O,O,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZJTOISL,O,O,O,X,O,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZJTOLIS,O,O,O,X,O,O,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X
ZJTOLSI,O,O,O,X,O,O,X,X,X,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X
ZJTOSIL,O,O,X,X,O,O,X,X,X,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZJTOSLI,O,O,O,X,O,O,X,X,X,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZJITLSO,O,O,O,X,O,X,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,O,X,O,X,O
ZJITLOS,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,O
ZJITSLO,X,O,O,X,O,X,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
ZJITSOL,X,X,O,X,O,X,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
ZJITOLS,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZJITOSL,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZJILTSO,O,O,O,X,O,X,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,O,X,O,X,O
ZJILTOS,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,O
ZJILSTO,O,X,X,O,X,X,O,X,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
ZJILSOT,O,X,X,O,X,X,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
ZJILOTS,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZJILOST,O,X,X,X,X,X,X,X,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
ZJISTLO,O,X,X,O,X,X,O,X,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
ZJISTOL,O,X,X,O,X,X,X,X,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
ZJISLTO,O,X,X,O,X,X,O,X,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
ZJISLOT,O,X,X,O,X,X,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
ZJISOTL,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
ZJISOLT,O,X,X,O,X,X,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
ZJIOTLS,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZJIOTSL,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZJIOLTS,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZJIOLST,O,X,X,X,X,X,X,X,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
ZJIOSTL,O,X,X,X,X,X,X,X,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
ZJIOSLT,O,X,X,X,X,X,X,X,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
ZJLTISO,O,O,O,X,O,O,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,O,X,O,X,O
ZJLTIOS,O,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,O
ZJLTSIO,O,O,O,X,O,O,X,O,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
ZJLTSOI,O,O,O,X,O,O,X,O,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X
ZJLTOIS,O,O,O,X,O,O,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X
ZJLTOSI,O,O,O,X,O,O,X,X,X,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X
ZJLITSO,O,O,O,X,O,X,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,O,X,O,X,O
ZJLITOS,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,O
ZJLISTO,O,X,X,O,X,X,O,X,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
ZJLISOT,O,X,X,O,X,X,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
ZJLIOTS,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZJLIOST,O,X,X,X,X,X,X,X,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
ZJLSTIO,O,O,X,O,X,O,O,O,O,X,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
ZJLSTOI,O,O,X,O,X,O,O,O,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X
ZJLSITO,O,X,X,O,X,X,O,O,O,X,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
ZJLSIOT,O,X,X,O,X,X,X,X,O,X,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
ZJLSOTI,O,X,X,X,X,X,O,O,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
ZJLSOIT,O,X,X,O,X,X,O,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
ZJLOTIS,O,O,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X
ZJLOTSI,O,O,X,X,X,X,X,X,X,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X
ZJLOITS,O,O,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZJLOIST,O,X,X,X,X,X,O,X,O,X,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
ZJLOSTI,O,O,X,X,X,X,O,X,O,X,X,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
ZJLOSIT,O,X,X,X,X,X,O,X,O,X,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
ZJSTILO,O,O,X,O,X,O,O,O,O,X,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
ZJSTIOL,O,X,X,O,X,O,X,O,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
ZJSTLIO,O,O,X,O,X,O,O,O,O,X,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
ZJSTLOI,O,O,X,O,X,O,O,O,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X
ZJSTOIL,O,X,X,O,X,O,O,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
ZJSTOLI,O,X,X,O,X,O,O,O,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
ZJSITLO,O,X,X,O,X,X,O,O,O,X,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
ZJSITOL,O,X,X,O,X,X,X,X,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
ZJSILTO,O,X,X,O,X,X,O,O,O,X,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
ZJSILOT,O,X,X,O,X,X,X,X,O,X,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
